#  year,  month,    day
2015,   6,  18,  63
2015,   6,  19,  16
2015,   6,  22,  53
2015,   6,  23,  62
2015,   6,  24,   7
2015,   6,  25,   5
2015,   6,  26,  61
2015,   6,  29,  63
2015,   6,  30,   5
2015,   7,   1,  63
2015,   7,   2,  63
2015,   7,   3,  63
2015,   7,   6,  61
2015,   7,   7,  63
2015,   7,   8,  63
2015,   7,   9,  62
2015,   7,  10,  63
2015,   7,  13,  60
2015,   7,  14,  63
2015,   7,  15,  63
2015,   7,  16,  63
2015,   7,  17,  63
2015,   7,  20,  63
2015,   7,  21,  63
2015,   7,  22,  63
2015,   7,  23,  63
2015,   7,  24,  31
2015,   7,  27,  63
2015,   7,  28,  63
2015,   7,  29,  63
2015,   7,  30,  63
2015,   7,  31,  63
2015,   8,   3,   4
2015,   8,   4,  28
2015,   8,   5,  12
2015,   8,   6,   8
2015,   8,   7,  28
2015,   8,  10,  63
2015,   8,  11,  27
2015,   8,  12,  28
2015,   8,  13,  63
2015,   8,  14,   0
2015,   8,  17,  63
2015,   8,  18,  63
2015,   8,  19,  63
2015,   8,  20,  31
2015,   8,  21,  58
2015,   8,  24,  63
2015,   8,  25,  63
2015,   8,  26,  63
2015,   8,  27,  63
2015,   8,  28,  63
2015,   8,  31,  63
2015,   9,   1,  63
2015,   9,   2,  63
2015,   9,   3,  63
2015,   9,   4,  63
2015,   9,   7,  63
2015,   9,   8,  63
2015,   9,   9,  63
2015,   9,  10,  62
2015,   9,  11,  63
2015,   9,  14,  63
2015,   9,  15,  63
2015,   9,  16,  62
2015,   9,  17,  63
2015,   9,  18,  63
2015,   9,  21,  63
2015,   9,  22,  62
2015,   9,  23,  17
2015,   9,  24,  63
2015,   9,  25,  58
2015,   9,  29,   0
2015,   9,  30,  18
2015,  10,   1,  28
2015,  10,   2,  62
2015,  10,   5,  60
2015,  10,   6,  56
2015,  10,   7,  60
2015,  10,   8,  28
2015,  10,  12,  15
2015,  10,  13,  30
2015,  10,  14,  62
2015,  10,  15,  62
2015,  10,  16,  60
2015,  10,  19,  62
2015,  10,  20,  62
2015,  10,  21,  62
2015,  10,  22,  48
2015,  10,  23,  63
2015,  10,  26,  62
2015,  10,  27,  63
2015,  10,  28,  63
2015,  10,  29,   7
2015,  10,  30,  32
2015,  11,   2,  15
2015,  11,   3,  15
2015,  11,   4,  15
2015,  11,   5,   7
2015,  11,   6,   0
2015,  11,   9,   0
2015,  11,  10,   0
2015,  11,  11,   1
2015,  11,  12,  15
2015,  11,  13,   0
2015,  11,  16,   3
2015,  11,  17,  14
2015,  11,  18,   0
2015,  11,  19,   7
2015,  11,  20,   1
2015,  11,  23,   5
2015,  11,  24,   3
2015,  11,  25,   1
2015,  11,  26,   7
2015,  11,  27,   0
2015,  11,  30,   1
2015,  12,   1,   0
2015,  12,   2,   3
2015,  12,   3,   4
2015,  12,   4,   3
2015,  12,   7,   1
2015,  12,   8,   3
2015,  12,   9,   1
2015,  12,  10,   7
2015,  12,  11,   7
2015,  12,  14,   7
2015,  12,  15,   4
2015,  12,  16,   3
2015,  12,  17,   4
2015,  12,  18,   0
2015,  12,  21,   7
2015,  12,  22,   7
2015,  12,  23,   4
2015,  12,  24,   1
2015,  12,  28,   4
2015,  12,  29,   3
2015,  12,  30,   7
2015,  12,  31,   3
2016,   1,   4,   3
2016,   1,   5,   4
2016,   1,   6,   1
2016,   1,   7,   7
2016,   1,   8,   0
2016,   1,  11,   3
2016,   1,  12,   4
2016,   1,  13,   0
2016,   1,  14,   0
2016,   1,  15,   3
2016,   1,  18,  15
2016,   1,  19,   0
2016,   1,  20,   1
2016,   1,  21,   0
2016,   1,  22,   0
2016,   1,  25,   0
2016,   1,  26,   4
2016,   1,  27,   1
2016,   1,  28,   1
2016,   1,  29,   0
2016,   2,   1,   7
2016,   2,   2,   0
2016,   2,   3,   1
2016,   2,   4,   1
2016,   2,   5,   0
2016,   2,  10,   0
2016,   2,  11,   1
2016,   2,  12,   0
2016,   2,  15,   1
2016,   2,  16,   7
2016,   2,  17,   3
2016,   2,  18,   2
2016,   2,  19,   0
2016,   2,  22,   3
2016,   2,  23,   4
2016,   2,  24,   3
2016,   2,  25,   0
2016,   2,  26,   2
2016,   2,  29,   7
2016,   3,   2,   4
2016,   3,   3,   3
2016,   3,   4,   3
2016,   3,   7,   0
2016,   3,   8,  63
2016,   3,   9,   1
2016,   3,  10,   0
2016,   3,  11,   7
2016,   3,  14,  31
2016,   3,  15,   0
2016,   3,  16,  31
2016,   3,  17,   0
2016,   3,  18,   0
2016,   3,  21,   5
2016,   3,  22,  21
2016,   3,  23,   0
2016,   3,  24,   0
2016,   3,  25,   7
2016,   3,  28,   1
2016,   3,  29,   1
2016,   3,  30,  63
2016,   3,  31,   0
2016,   4,   1,   0
2016,   4,   4,  63
2016,   4,   5,  60
2016,   4,   6,   7
2016,   4,   7,   0
2016,   4,   8,  63
2016,   4,  11,  63
2016,   4,  12,  63
2016,   4,  13,  36
2016,   4,  14,  63
2016,   4,  15,  31
2016,   4,  18,  31
2016,   4,  19,  61
2016,   4,  20,  62
2016,   4,  21,  63
2016,   4,  22,  58
2016,   4,  25,  60
2016,   4,  26,   8
2016,   4,  27,  15
2016,   4,  28,  31
2016,   4,  29,  31
2016,   5,   2,  30
2016,   5,   3,  63
2016,   5,   4,  63
2016,   5,   6,  13
2016,   5,   9,  19
2016,   5,  10,  60
2016,   5,  11,   0
2016,   5,  12,  16
2016,   5,  13,  63
2016,   5,  16,  63
2016,   5,  17,  32
2016,   5,  18,  60
2016,   5,  19,  32
2016,   5,  20,  51
2016,   5,  23,  31
2016,   5,  24,   0
2016,   5,  25,  38
2016,   5,  26,  14
2016,   5,  27,  32
2016,   5,  30,  60
2016,   5,  31,  63
2016,   6,   1,  60
2016,   6,   2,  51
2016,   6,   3,   7
2016,   6,   7,  56
2016,   6,   8,  44
2016,   6,   9,  29
2016,   6,  10,  63
2016,   6,  13,  52
2016,   6,  14,  15
2016,   6,  15,  62
2016,   6,  16,   8
2016,   6,  17,  63
2016,   6,  20,   7
2016,   6,  21,  15
2016,   6,  22,  15
2016,   6,  23,  51
2016,   6,  24,   5
2016,   6,  27,   7
2016,   6,  28,   7
2016,   6,  29,   3
2016,   6,  30,   7
2016,   7,   1,   7
2016,   7,   4,  39
2016,   7,   5,   7
2016,   7,   6,   7
2016,   7,   7,  31
2016,   7,   8,   7
2016,   7,  11,   7
2016,   7,  12,   7
2016,   7,  13,   7
2016,   7,  14,   7
2016,   7,  15,   7
2016,   7,  18,   7
2016,   7,  19,   7
2016,   7,  20,   3
2016,   7,  21,  15
2016,   7,  22,  31
2016,   7,  25,   7
2016,   7,  26,   3
2016,   7,  27,   7
2016,   7,  28,   7
2016,   7,  29,   7
2016,   8,   1,   7
2016,   8,   2,   7
2016,   8,   3,   7
2016,   8,   4,   7
2016,   8,   5,   7
2016,   8,   8,  31
2016,   8,   9,   7
2016,   8,  10,   7
2016,   8,  11,   7
2016,   8,  12,   7
2016,   8,  16,   7
2016,   8,  17,   7
2016,   8,  18,   7
2016,   8,  19,   5
2016,   8,  22,   7
2016,   8,  23,   7
2016,   8,  24,   7
2016,   8,  25,   7
2016,   8,  26,   7
2016,   8,  29,  63
2016,   8,  30,  46
2016,   8,  31,  51
2016,   9,   1,  14
2016,   9,   2,   3
2016,   9,   5,  39
2016,   9,   6,  39
2016,   9,   7,  39
2016,   9,   8,  39
2016,   9,   9,  39
2016,   9,  12,  38
2016,   9,  13,   7
2016,   9,  19,  36
2016,   9,  20,  38
2016,   9,  21,  38
2016,   9,  22,   6
2016,   9,  23,  38
2016,   9,  26,  38
2016,   9,  27,  39
2016,   9,  28,   1
2016,   9,  29,   3
2016,   9,  30,   3
2016,  10,   4,  39
2016,  10,   5,  36
2016,  10,   6,  38
2016,  10,   7,   0
2016,  10,  10,   0
2016,  10,  11,  39
2016,  10,  12,  39
2016,  10,  13,  39
2016,  10,  14,  38
2016,  10,  17,   8
2016,  10,  18,   6
2016,  10,  19,  38
2016,  10,  20,  36
2016,  10,  21,  39
2016,  10,  24,  38
2016,  10,  25,  39
2016,  10,  26,  39
2016,  10,  27,   7
2016,  10,  28,   0
2016,  10,  31,  32
2016,  11,   1,   0
2016,  11,   2,   0
2016,  11,   3,   0
2016,  11,   4,   0
2016,  11,   7,   0
2016,  11,   8,   1
2016,  11,   9,   0
2016,  11,  10,   1
2016,  11,  11,   0
2016,  11,  14,   1
2016,  11,  15,   0
2016,  11,  16,   1
2016,  11,  17,   0
2016,  11,  18,   1
2016,  11,  21,   1
2016,  11,  22,   1
2016,  11,  23,   1
2016,  11,  24,   0
2016,  11,  25,   0
2016,  11,  28,   1
2016,  11,  29,   0
2016,  11,  30,   1
2016,  12,   1,   0
2016,  12,   2,   0
2016,  12,   5,   0
2016,  12,   6,   1
2016,  12,   7,   0
2016,  12,   8,   0
2016,  12,   9,   0
2016,  12,  12,   1
2016,  12,  13,   0
2016,  12,  14,   1
2016,  12,  15,   1
2016,  12,  16,   0
2016,  12,  19,   1
2016,  12,  20,   0
2016,  12,  21,   0
2016,  12,  22,   0
2016,  12,  23,   1
2016,  12,  26,   0
2016,  12,  27,   1
2016,  12,  28,   1
2016,  12,  29,   1
2016,  12,  30,   1
2017,   1,   2,   0
2017,   1,   3,   0
2017,   1,   4,   0
2017,   1,   5,   2
2017,   1,   6,   0
2017,   1,   9,   0
2017,   1,  10,   0
2017,   1,  11,   0
2017,   1,  12,   0
2017,   1,  13,   2
2017,   1,  16,   0
2017,   1,  17,   0
2017,   1,  18,   0
2017,   1,  19,   0
2017,   1,  20,   0
2017,   1,  23,   0
2017,   1,  24,   0
2017,   1,  25,   0
2017,   1,  26,   0
2017,   1,  30,  32
2017,   1,  31,   0
2017,   2,   1,   0
2017,   2,   2,   0
2017,   2,   3,   0
2017,   2,   6,   0
2017,   2,   7,   0
2017,   2,   8,   2
2017,   2,   9,   0
2017,   2,  10,   0
2017,   2,  13,   0
2017,   2,  14,   0
2017,   2,  15,   0
2017,   2,  16,   0
2017,   2,  17,   0
2017,   2,  20,   1
2017,   2,  21,   0
2017,   2,  22,   0
2017,   2,  23,   0
2017,   2,  24,   0
2017,   2,  27,   0
2017,   2,  28,   0
2017,   3,   2,  19
2017,   3,   3,   0
2017,   3,   6,   0
2017,   3,   7,   0
2017,   3,   8,   3
2017,   3,   9,   0
2017,   3,  10,   0
2017,   3,  13,   0
2017,   3,  14,   0
2017,   3,  15,   1
2017,   3,  16,   0
2017,   3,  17,   0
2017,   3,  20,   1
2017,   3,  21,   0
2017,   3,  22,   2
2017,   3,  23,   0
2017,   3,  24,   0
2017,   3,  27,   0
2017,   3,  28,   4
2017,   3,  29,   3
2017,   3,  30,   0
2017,   3,  31,  17
2017,   4,   3,   1
2017,   4,   4,   0
2017,   4,   5,   1
2017,   4,   6,  51
2017,   4,   7,   0
2017,   4,  10,   1
2017,   4,  11,   0
2017,   4,  12,   0
2017,   4,  13,   3
2017,   4,  14,   0
2017,   4,  17,  17
2017,   4,  18,   1
2017,   4,  19,   1
2017,   4,  20,   0
2017,   4,  21,  17
2017,   4,  24,   0
2017,   4,  25,   0
2017,   4,  26,  35
2017,   4,  27,   1
2017,   4,  28,   0
2017,   5,   1,  12
2017,   5,   2,   0
2017,   5,   4,  17
2017,   5,   8,   1
2017,   5,   9,   0
2017,   5,  10,   2
2017,   5,  11,  16
2017,   5,  12,   3
2017,   5,  15,   0
2017,   5,  16,  34
2017,   5,  17,   0
2017,   5,  18,  16
2017,   5,  19,  19
2017,   5,  22,  44
2017,   5,  23,  17
2017,   5,  24,   2
2017,   5,  25,  51
2017,   5,  26,   1
2017,   5,  29,  51
2017,   5,  30,   3
2017,   5,  31,  51
2017,   6,   1,  27
2017,   6,   2,   1
2017,   6,   5,  59
2017,   6,   7,   1
2017,   6,   8,  49
2017,   6,   9,  59
2017,   6,  12,  47
2017,   6,  13,  23
2017,   6,  14,  17
2017,   6,  15,  59
2017,   6,  16,   3
2017,   6,  19,  59
2017,   6,  20,  49
2017,   6,  21,  19
2017,   6,  22,  57
2017,   6,  23,  27
2017,   6,  26,  63
2017,   6,  27,  27
2017,   6,  28,  59
2017,   6,  29,  25
2017,   6,  30,   3
2017,   7,   3,  51
2017,   7,   4,   1
2017,   7,   5,  59
2017,   7,   6,  27
2017,   7,   7,   3
2017,   7,  10,  59
2017,   7,  11,  16
2017,   7,  12,  59
2017,   7,  13,  51
2017,   7,  14,   1
2017,   7,  17,   1
2017,   7,  18,  47
2017,   7,  19,  51
2017,   7,  20,  58
2017,   7,  21,  27
2017,   7,  24,  63
2017,   7,  25,  51
2017,   7,  26,  57
2017,   7,  27,  57
2017,   7,  28,   0
2017,   7,  31,  19
2017,   8,   1,  19
2017,   8,   2,  59
2017,   8,   3,   0
2017,   8,   4,   1
2017,   8,   7,   3
2017,   8,   8,  19
2017,   8,   9,  19
2017,   8,  10,  55
2017,   8,  11,  27
2017,   8,  14,  19
2017,   8,  16,  59
2017,   8,  17,   3
2017,   8,  18,  27
2017,   8,  21,   8
2017,   8,  22,  18
2017,   8,  23,   3
2017,   8,  24,  59
2017,   8,  25,   3
2017,   8,  28,   0
2017,   8,  29,  49
2017,   8,  30,  59
2017,   8,  31,  59
2017,   9,   1,   3
2017,   9,   4,  51
2017,   9,   5,   1
2017,   9,   6,  51
2017,   9,   7,  51
2017,   9,   8,  19
2017,   9,  11,  51
2017,   9,  12,  49
2017,   9,  13,  51
2017,   9,  14,  51
2017,   9,  15,  19
2017,   9,  18,  51
2017,   9,  19,   0
2017,   9,  20,  51
2017,   9,  21,  53
2017,   9,  22,   1
2017,   9,  25,  51
2017,   9,  26,  51
2017,   9,  27,  48
2017,   9,  28,   0
2017,   9,  29,   1
2017,  10,   2,   1
2017,  10,   6,   8
2017,  10,  10,  28
2017,  10,  11,   3
2017,  10,  12,   1
2017,  10,  13,  17
2017,  10,  16,  49
2017,  10,  17,  57
2017,  10,  18,  51
2017,  10,  19,  18
2017,  10,  20,  19
2017,  10,  23,  19
2017,  10,  24,  49
2017,  10,  25,   0
2017,  10,  26,   0
2017,  10,  27,   1
2017,  10,  30,   0
2017,  10,  31,  32
2017,  11,   1,   0
2017,  11,   2,   0
2017,  11,   3,   2
2017,  11,   6,   0
2017,  11,   7,   0
2017,  11,   8,   0
2017,  11,   9,   0
2017,  11,  10,   0
2017,  11,  13,   0
2017,  11,  14,   0
2017,  11,  15,   0
2017,  11,  16,   0
2017,  11,  17,   0
2017,  11,  20,   0
2017,  11,  21,   0
2017,  11,  22,   0
2017,  11,  23,   0
2017,  11,  24,   0
2017,  11,  27,   0
2017,  11,  28,   0
2017,  11,  29,   0
2017,  11,  30,   0
2017,  12,   1,   0
2017,  12,   4,   0
2017,  12,   5,   0
2017,  12,   6,   0
2017,  12,   7,   2
2017,  12,   8,   0
2017,  12,  11,   0
2017,  12,  12,   2
2017,  12,  13,   0
2017,  12,  14,   2
2017,  12,  15,   0
2017,  12,  18,   0
2017,  12,  19,   0
2017,  12,  20,   0
2017,  12,  21,   0
2017,  12,  22,   2
2017,  12,  26,   2
2017,  12,  27,   0
2017,  12,  28,   0
2017,  12,  29,   0
2018,   1,   2,   0
2018,   1,   3,   0
2018,   1,   4,   0
2018,   1,   5,   0
2018,   1,   8,   0
2018,   1,   9,   0
2018,   1,  10,   2
2018,   1,  11,   0
2018,   1,  12,   0
2018,   1,  15,   0
2018,   1,  16,   0
2018,   1,  17,   2
2018,   1,  18,   0
2018,   1,  19,   0
2018,   1,  22,   0
2018,   1,  23,   2
2018,   1,  24,   0
2018,   1,  25,   0
2018,   1,  26,   0
2018,   1,  29,   0
2018,   1,  30,   0
2018,   1,  31,   0
2018,   2,   1,   0
2018,   2,   2,   0
2018,   2,   5,   0
2018,   2,   6,   0
2018,   2,   7,   0
2018,   2,   8,   0
2018,   2,   9,   0
2018,   2,  12,   0
2018,   2,  13,   0
2018,   2,  14,   0
2018,   2,  19,   0
2018,   2,  20,   0
2018,   2,  21,   0
2018,   2,  22,   0
2018,   2,  23,   0
2018,   2,  26,   0
2018,   2,  27,   0
2018,   2,  28,   0
2018,   3,   2,   0
2018,   3,   5,  17
2018,   3,   6,   0
2018,   3,   7,   3
2018,   3,   8,   3
2018,   3,   9,   1
2018,   3,  12,   0
2018,   3,  13,   3
2018,   3,  14,   3
2018,   3,  15,   3
2018,   3,  16,   1
2018,   3,  19,   1
2018,   3,  20,   2
2018,   3,  21,  51
2018,   3,  22,  16
2018,   3,  23,   0
2018,   3,  26,   0
2018,   3,  27,   1
2018,   3,  28,  33
2018,   3,  29,   1
2018,   3,  30,   1
2018,   4,   2,   1
2018,   4,   3,   0
2018,   4,   4,  51
2018,   4,   5,   1
2018,   4,   6,   0
2018,   4,   9,  33
2018,   4,  10,  17
2018,   4,  11,   0
2018,   4,  12,   0
2018,   4,  13,   8
2018,   4,  16,   0
2018,   4,  17,   0
2018,   4,  18,   2
2018,   4,  19,   0
2018,   4,  20,   0
2018,   4,  23,  51
2018,   4,  24,   1
2018,   4,  25,   3
2018,   4,  26,   1
2018,   4,  27,   5
2018,   4,  30,  32
2018,   5,   1,   1
2018,   5,   2,   3
2018,   5,   3,   3
2018,   5,   4,   1
2018,   5,   7,   0
2018,   5,   8,   3
2018,   5,   9,   1
2018,   5,  10,   0
2018,   5,  11,   1
2018,   5,  14,  49
2018,   5,  15,  51
2018,   5,  16,   0
2018,   5,  17,  51
2018,   5,  18,  19
2018,   5,  21,  51
2018,   5,  23,  49
2018,   5,  24,  49
2018,   5,  25,   0
2018,   5,  28,   0
2018,   5,  29,   1
2018,   5,  30,   1
2018,   5,  31,  19
2018,   6,   1,  13
2018,   6,   4,  63
2018,   6,   5,  49
2018,   6,   7,  59
2018,   6,   8,   1
2018,   6,  11,  59
2018,   6,  12,  59
2018,   6,  13,  16
2018,   6,  14,  57
2018,   6,  15,  11
2018,   6,  18,  63
2018,   6,  19,  27
2018,   6,  20,   1
2018,   6,  21,  57
2018,   6,  22,   3
2018,   6,  25,  59
2018,   6,  26,  59
2018,   6,  27,  57
2018,   6,  28,  59
2018,   6,  29,  27
2018,   7,   2,  59
2018,   7,   3,   3
2018,   7,   4,   3
2018,   7,   5,  59
2018,   7,   6,  27
2018,   7,   9,  56
2018,   7,  10,   3
2018,   7,  11,  63
2018,   7,  12,  59
2018,   7,  13,   3
2018,   7,  16,  59
2018,   7,  17,  57
2018,   7,  18,   3
2018,   7,  19,  59
2018,   7,  20,  27
2018,   7,  23,  63
2018,   7,  24,  26
2018,   7,  25,  27
2018,   7,  26,  57
2018,   7,  27,  27
2018,   7,  30,  49
2018,   7,  31,  24
2018,   8,   1,  63
2018,   8,   2,  32
